,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
1912,Mitsubishi,9200.0,sedan,84,2.0,Petrol,yes,2009,X5
1913,Toyota,75500.0,crossover,50,4.6,Petrol,yes,2015,T4 (Transporter)
1914,Volkswagen,2900.0,sedan,2,1.8,Petrol,yes,1989,G 63 AMG
1915,Audi,6100.0,sedan,305,1.6,Other,yes,1996,Galant
1916,Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,Symbol
1917,Renault,2500.0,sedan,170,1.9,Diesel,no,2003,GLS 350
1918,Renault,11200.0,vagon,165,1.5,Diesel,yes,2012,Golf VII
1919,Renault,13500.0,van,198,1.5,Diesel,yes,2012,Sprinter 313
1920,Audi,13700.0,sedan,300,2.0,Diesel,yes,2005,530
1921,Audi,4300.0,sedan,340,2.4,Gas,yes,1998,Kangoo
1922,Volkswagen,9999.0,van,310,2.5,Diesel,yes,2007,Passat B5
1923,Mercedes-Benz,11400.0,van,174,2.2,Diesel,yes,2012,Yaris
1924,Toyota,10500.0,sedan,180,3.5,Petrol,yes,2007,730
1925,Renault,2999.0,van,245,1.5,Diesel,yes,2003,320
1926,Mercedes-Benz,29500.0,crossover,180,3.2,Diesel,yes,2008,Pajero Wagon
1927,Mercedes-Benz,8000.0,sedan,300,2.0,Petrol,yes,2000,Rav 4
1928,Mitsubishi,10500.0,sedan,130,2.0,Petrol,yes,2008,Touareg
1929,Mercedes-Benz,11400.0,sedan,220,5.0,Petrol,yes,2004,550
1930,Volkswagen,8300.0,hatch,147,1.6,Gas,yes,2006,Passat B4
1931,Audi,6900.0,sedan,250,2.4,Gas,yes,1999,Tiguan
1932,Mercedes-Benz,8500.0,other,210,4.3,Gas,yes,2000,Camry
1933,Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,Auris
1934,Volkswagen,3500.0,vagon,215,2.0,Petrol,yes,1993,Q7
1935,Volkswagen,5000.0,hatch,220,1.4,Petrol,yes,2003,T4 (Transporter)
1936,Mitsubishi,6900.0,sedan,118,1.6,Petrol,yes,2007,Tiguan
1937,Toyota,5500.0,crossover,188,2.0,Petrol,yes,1999,Trafic
1938,BMW,17900.0,other,98,3.0,Petrol,yes,2007,X3
1939,Volkswagen,11500.0,van,210,2.0,Diesel,yes,2012,Kangoo
1940,Volkswagen,12800.0,vagon,167,1.6,Diesel,yes,2011,S 63 AMG
1941,Volkswagen,7000.0,van,350,1.0,Other,yes,2004,X5
1942,BMW,8400.0,sedan,220,2.2,Gas,yes,2001,A6 Allroad
1943,Audi,3000.0,van,11,1.9,Diesel,no,1999,E-Class
1944,Renault,5200.0,sedan,160,1.4,Gas,yes,2008,Passat B7
1945,Mitsubishi,5700.0,vagon,120,1.3,Petrol,yes,2005,Galant
1946,Mitsubishi,6500.0,crossover,285,2.5,Diesel,yes,1991,525
1947,Volkswagen,2300.0,vagon,200,1.9,Diesel,no,1999,320
1948,Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,Q5
1949,Volkswagen,10999.0,van,110,1.6,Diesel,yes,2012,S8
1950,BMW,8700.0,other,212,3.0,Diesel,no,2004,80
1951,Mercedes-Benz,7200.0,sedan,312,3.2,Petrol,yes,2000,Modus
1952,BMW,39000.0,crossover,38,3.0,Petrol,yes,2009,S 500
1953,Mitsubishi,11999.0,crossover,235,3.0,Gas,yes,2007,750
1954,Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,Hilux
1955,Mitsubishi,1600.0,vagon,185,1.3,Petrol,no,2000,Camry
1956,Renault,2650.0,vagon,1,1.0,Diesel,no,2006,Vito
1957,Volkswagen,23300.0,sedan,115,1.8,Petrol,yes,2012,Trafic
1958,BMW,25500.0,crossover,210,3.0,Gas,yes,2008,Passat B5
1959,Volkswagen,20900.0,sedan,122,2.0,Petrol,yes,2012,Tacoma
1960,Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,Land Cruiser 80
1961,Toyota,9500.0,sedan,125,1.6,Petrol,yes,2009,Polo
1962,Mercedes-Benz,61500.0,crossover,121,3.0,Diesel,yes,2013,Passat B6
1963,Volkswagen,8800.0,other,217,1.9,Diesel,yes,2005,750
1964,BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,R 320
1965,Audi,3600.0,vagon,200,2.5,Diesel,yes,1999,A6
1966,Mercedes-Benz,28000.0,other,12,1.8,Petrol,yes,2013,A6
1967,BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,Q7
1968,Mitsubishi,25999.0,crossover,86,3.2,Diesel,yes,2011,Carisma
1969,Volkswagen,29600.0,sedan,11,1.4,Petrol,yes,2016,Hiace
1970,BMW,3200.0,sedan,178,1.9,Petrol,no,2001,525
1971,Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,Vito
1972,Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,Lancer
1973,BMW,2900.0,vagon,230,2.0,Diesel,no,2001,Jetta
1974,Mercedes-Benz,11500.0,van,307,2.2,Diesel,yes,2007,Galant
1975,Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008,S 600
1976,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,Outlander
1977,Audi,23000.0,other,115,1.8,Petrol,yes,2008,A4
1978,Renault,6500.0,van,186,1.5,Diesel,yes,2012,CLS 350
1979,Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,Megane
1980,Toyota,17200.0,sedan,50,1.6,Petrol,yes,2013,Camry
1981,Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Megane
1982,Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001,Auris
1983,Volkswagen,3750.0,sedan,262,1.8,Petrol,yes,1994,Alpina
1984,Volkswagen,8000.0,other,300,2.5,Diesel,yes,2007,Prius
1985,Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,Galant
1986,Renault,4999.0,sedan,114,1.4,Other,yes,2006,Rav 4
1987,Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,Q5
1988,Volkswagen,9250.0,sedan,200,2.0,Diesel,yes,2007,G 500
1989,Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,E-Class
1990,Audi,1400.0,sedan,250,1.8,Petrol,no,1993,Galant
1991,Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,525
1992,BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,T4 (Transporter)
1993,Volkswagen,9500.0,hatch,29,1.4,Petrol,yes,2014,GLE-Class
1994,BMW,10999.0,other,162,2.2,Petrol,yes,2002,G 350
1995,Audi,23500.0,crossover,119,4.2,Gas,yes,2007,Rav 4
1996,BMW,24500.0,crossover,170,4.8,Gas,yes,2007,Aygo
1997,Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004,Kangoo
1998,Mitsubishi,17500.0,crossover,194,3.2,Diesel,yes,2008,520
1999,Toyota,9300.0,sedan,107,1.8,Gas,yes,2007,Logan
2000,BMW,3500.0,vagon,280,3.0,Diesel,no,2001,X5
2001,BMW,41500.0,vagon,42,2.0,Petrol,yes,2012,Golf IV
2002,Volkswagen,10300.0,other,215,1.9,Other,yes,2007,Passat B7
2003,Audi,2200.0,vagon,280,2.5,Diesel,no,2002,Megane
2004,Renault,19692.08,crossover,0,1.5,Diesel,yes,2016,Golf IV
2005,Renault,7850.0,van,187,1.5,Diesel,yes,2010,X6
2006,Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,Camry
2007,Audi,3800.0,sedan,253,2.5,Diesel,no,1998,Beetle
2008,BMW,13700.0,sedan,254,3.0,Diesel,yes,2003,Vito
2009,Toyota,31000.0,crossover,86,2.2,Diesel,yes,2014,GL 500
2010,Volkswagen,14400.0,van,237,2.0,Diesel,yes,2010,Golf III
2011,Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,S 63 AMG
2012,Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,Kangoo
2013,BMW,27800.0,crossover,140,3.0,Diesel,yes,2009,New Beetle
2014,Volkswagen,5800.0,sedan,200,1.4,Petrol,yes,2000,Scenic
2015,Renault,5800.0,vagon,200,1.46,Diesel,yes,2008,Passat B5
2016,Audi,21500.0,vagon,165,2.0,Diesel,yes,2010,X5
2017,Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,A3
2018,BMW,6500.0,sedan,388,3.5,Petrol,yes,1998,T5 (Transporter) 
2019,Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010,X3
2020,BMW,3100.0,sedan,280,2.0,Diesel,no,1999,A4
2021,Mercedes-Benz,1350.0,vagon,240,2.5,Diesel,no,1992,Caddy
2022,Mercedes-Benz,99000.0,sedan,0,3.0,Petrol,yes,2016,A6 Allroad
2023,Mercedes-Benz,5600.0,vagon,355,2.5,Diesel,yes,1996,Camry
2024,Mercedes-Benz,8500.0,sedan,388,4.3,Gas,yes,2000,X6
2025,BMW,24000.0,crossover,108,2.0,Diesel,yes,2012,T4 (Transporter) 
2026,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2008,Galant
2027,Toyota,15700.0,sedan,125,3.5,Petrol,yes,2008,T5 (Transporter)
2028,Volkswagen,9600.0,sedan,106,1.6,Petrol,yes,2011,Passat CC
2029,Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012,Kangoo
2030,Mercedes-Benz,3500.0,sedan,303,2.2,Diesel,no,2000,540
2031,Toyota,45500.0,crossover,65,4.0,Gas,yes,2010,A6
2032,Audi,20900.0,crossover,185,4.2,Petrol,yes,2006,100
2033,Mercedes-Benz,6999.0,other,168,2.3,Petrol,yes,2001,S 140
2034,Mitsubishi,7999.0,sedan,112,2.0,Petrol,yes,2008,GLS 500
2035,BMW,6500.0,sedan,1,3.0,Petrol,yes,1995,Touareg
2036,BMW,29500.0,sedan,230,3.0,Diesel,yes,2011,520
2037,Renault,10300.0,van,138,2.0,Diesel,yes,2011,Pajero Wagon
2038,Volkswagen,6000.0,other,1,2.5,Diesel,yes,1999,S 500
2039,Volkswagen,3300.0,vagon,193,1.9,Diesel,no,2003,520
2040,Volkswagen,2400.0,vagon,320,1.9,Diesel,no,2000,Clio
2041,Audi,23900.0,sedan,180,3.0,Diesel,yes,2009,Vito
2042,Volkswagen,9300.0,sedan,148,2.0,Petrol,yes,2006,316
2043,Mitsubishi,1699.0,hatch,294,1.6,Gas,yes,1992,Sprinter
2044,Volkswagen,34000.0,crossover,92,3.0,Diesel,yes,2012,Vito
2045,Toyota,14500.0,other,82,2.0,Gas,yes,2007,Land Cruiser Prado
2046,Volkswagen,10400.0,sedan,78,1.6,Petrol,yes,2012,A6
2047,BMW,6100.0,sedan,266,3.5,Petrol,no,1997,A3
2048,Volkswagen,7200.0,other,177,1.9,Diesel,yes,2010,T6 (Transporter)
2049,Mercedes-Benz,14000.0,other,144,2.2,Diesel,yes,2009,Avensis
2050,Mercedes-Benz,8900.0,other,213,5.0,Other,yes,1999,A6
2051,BMW,22100.0,hatch,42,1.6,Petrol,yes,2013,Lancer X
2052,Toyota,33950.0,other,65,5.7,Petrol,yes,2013,Camry
2053,BMW,3499.0,sedan,101,2.5,Petrol,yes,1990,730
2054,Audi,28500.0,crossover,74,2.0,Petrol,yes,2010,Lancer X
2055,BMW,8800.0,crossover,284,3.0,Diesel,no,2004,Land Cruiser Prado
2056,Volkswagen,17200.0,other,15,1.2,Petrol,yes,2014,Phaeton
2057,Audi,3000.0,sedan,278,2.5,Diesel,no,1999,Land Cruiser 200
2058,Toyota,25800.0,sedan,58,2.5,Petrol,yes,2015,Laguna
2059,Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007,750
2060,Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016,T5 (Transporter)
2061,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,Trafic
2062,Toyota,11800.0,sedan,90,1.8,Petrol,yes,2008,Duster
2063,Renault,7100.0,van,171,1.5,Diesel,yes,2013,Kangoo
2064,Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,Passat B7
2065,Volkswagen,2700.0,hatch,400,1.8,Gas,yes,1989,318
2066,Toyota,7000.0,other,220,1.8,Petrol,yes,2001,525
2067,BMW,6499.0,other,230,3.0,Diesel,no,2002,Corolla
2068,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,Tundra
2069,Mitsubishi,8100.0,sedan,113,2.0,Petrol,yes,2007,Passat B7
2070,Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,Camry
2071,Renault,5400.0,sedan,96,1.4,Petrol,yes,2007,E-Class
2072,Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002,Master
2073,Volkswagen,7700.0,vagon,287,1.9,Diesel,yes,2002,525
2074,BMW,34000.0,sedan,115,5.0,Petrol,yes,2008,316
2075,Audi,3900.0,sedan,302,1.9,Diesel,no,2002,Vito
2076,Mercedes-Benz,15000.0,sedan,240,5.0,Petrol,yes,2004,730
2077,Volkswagen,8999.0,sedan,120,2.0,Petrol,yes,2008,Sprinter 313
2078,Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008,X5
2079,Volkswagen,7999.0,van,210,1.6,Gas,yes,2004,X6
2080,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,Cross Touran
2081,BMW,26999.0,sedan,131,2.0,Diesel,yes,2011,A6
2082,Audi,16000.0,sedan,180,3.0,Diesel,yes,2006,A4
2083,Mitsubishi,9200.0,sedan,115,2.0,Petrol,yes,2008,Kangoo
2084,Volkswagen,7000.0,van,250,2.0,Diesel,yes,2004,CL 500
2085,Toyota,85000.0,crossover,1,4.5,Diesel,yes,2016,Passat B4
2086,Volkswagen,3200.0,sedan,320,1.8,Gas,yes,1990,Matrix
2087,Renault,11000.0,hatch,127,1.5,Diesel,yes,2012,Laguna
2088,Mitsubishi,10500.0,crossover,187,2.4,Gas,yes,2008,S 500
2089,BMW,17500.0,sedan,102,2.0,Petrol,yes,2011,Kangoo
2090,Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,Camry
2091,Toyota,8400.0,sedan,195,2.4,Gas,yes,2004,Lancer X
2092,Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011,X5
2093,Audi,3200.0,vagon,244,2.0,Other,no,2006,Kangoo
2094,Toyota,11999.0,sedan,147,2.4,Petrol,yes,2010,L 200
2095,Toyota,29900.0,crossover,144,4.0,Gas,yes,2008,Kangoo
2096,BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,210
2097,Mitsubishi,13900.0,vagon,93,3.0,Gas,yes,2007,S 320
2098,Renault,5000.0,van,245,1.5,Diesel,yes,2003,X5
2099,Volkswagen,12900.0,van,127,1.6,Diesel,yes,2011,Q5
2100,Mercedes-Benz,8650.0,van,344,2.2,Diesel,yes,2006,Outlander
2101,Toyota,22900.0,crossover,132,2.7,Gas,yes,2012,A6
2102,Mercedes-Benz,13500.0,van,290,2.2,Diesel,yes,2007,Passat B5
2103,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Jetta
2104,Volkswagen,3300.0,sedan,250,1.9,Diesel,no,2000,Land Cruiser Prado
2105,Audi,32500.0,crossover,108,2.0,Diesel,yes,2012,C-Class
2106,Mitsubishi,13300.0,crossover,135,3.0,Petrol,yes,2009,A6
2107,Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003,Caddy
2108,Volkswagen,2900.0,sedan,315,1.6,Gas,yes,1990,A4
2109,Mercedes-Benz,21000.0,crossover,208,3.5,Petrol,yes,2007,Camry
2110,Toyota,89000.0,crossover,61,4.5,Diesel,yes,2011,Kangoo
2111,Volkswagen,23500.0,crossover,48,2.0,Diesel,yes,2012,Pajero Sport
2112,Mitsubishi,4200.0,van,350,1.8,Gas,yes,1992,C-Class
2113,Mercedes-Benz,70500.0,crossover,99,5.5,Petrol,yes,2009,A6
2114,Mercedes-Benz,124000.0,crossover,0,4.0,Petrol,yes,2016,Kangoo
2115,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Lancer
2116,Mercedes-Benz,1999.0,sedan,400,2.2,Diesel,no,2000,A4
2117,Mercedes-Benz,14300.0,other,175,2.2,Diesel,yes,2013,Lancer
2118,Toyota,13500.0,sedan,139,2.4,Gas,yes,2008,S 350
2119,Toyota,13300.0,sedan,104,2.4,Petrol,yes,2007,A6
2120,Toyota,8200.0,hatch,82,1.3,Petrol,yes,2006,Vito
2121,Renault,12000.0,van,137,1.5,Diesel,yes,2012,Passat B6
2122,Renault,2150.0,vagon,199,1.9,Diesel,no,2003,S 280
2123,Toyota,29000.0,vagon,60,2.2,Diesel,yes,2013,E-Class
2124,Mercedes-Benz,9500.0,van,280,2.2,Diesel,yes,2005,Corolla
2125,Volkswagen,10600.0,van,120,2.0,Diesel,yes,2007,Lancer X
2126,Mercedes-Benz,12500.0,van,238,2.2,Diesel,yes,2008,Tundra
2127,Mitsubishi,10200.0,crossover,269,3.2,Diesel,yes,2002,A6
2128,Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,Multivan
2129,Volkswagen,8900.0,van,100,1.4,Gas,yes,2009,Touareg
2130,Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002,G 63 AMG
2131,BMW,45500.0,sedan,42,2.0,Diesel,yes,2014,530
2132,Renault,10499.0,other,146,2.0,Diesel,yes,2012,T4 (Transporter)
2133,Mercedes-Benz,99999.0,crossover,0,2.99,Diesel,yes,2016,Kangoo
2134,Renault,9100.0,van,166,2.0,Diesel,yes,2012,A7
2135,Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008,Kangoo
2136,BMW,63500.0,crossover,1,2.0,Diesel,yes,2016,S 350
2137,BMW,3600.0,sedan,221,3.0,Diesel,no,2002,X6
2138,Renault,12900.0,crossover,89,2.5,Petrol,yes,2010,X5
2139,Renault,6400.0,sedan,51,1.6,Petrol,yes,2011,ML 320
2140,BMW,8800.0,sedan,287,3.0,Petrol,yes,2001,520
2141,Renault,7199.0,sedan,104,1.5,Diesel,yes,2010,Corolla
2142,Renault,3300.0,van,250,1.5,Diesel,yes,2005,630
2143,Audi,2400.0,sedan,305,2.3,Gas,yes,1989,T5 (Transporter)
2144,Volkswagen,8400.0,hatch,60,1.39,Petrol,yes,2007,T4 (Transporter)
2145,Mitsubishi,7600.0,sedan,180,2.0,Gas,yes,2008,Touareg
2146,Renault,3800.0,van,196,1.9,Diesel,yes,1998,Kangoo
2147,Mercedes-Benz,13100.0,sedan,160,3.7,Petrol,yes,2003,325
2148,Toyota,21950.0,crossover,141,2.7,Gas,yes,2010,E-Class
2149,Renault,8800.0,van,205,1.9,Diesel,yes,2006,Avensis
2150,Toyota,10500.0,hatch,17,1.0,Petrol,yes,2016,Passat B7
2151,Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013,Touareg
2152,Toyota,11800.0,sedan,189,2.4,Gas,yes,2007,X5
2153,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,Corolla
2154,Toyota,11600.0,hatch,24,1.6,Petrol,yes,2009,Outlander
2155,Mercedes-Benz,22000.0,crossover,225,3.5,Gas,yes,2007,E-Class
2156,Mercedes-Benz,15800.0,sedan,231,3.5,Gas,yes,2005,Polo
2157,Mercedes-Benz,13500.0,van,97,2.2,Diesel,yes,2013,Caddy
2158,Mitsubishi,16500.0,crossover,150,3.5,Gas,yes,2008,Lancer X
2159,Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011,Land Cruiser 200
2160,Mitsubishi,9500.0,crossover,150,2.0,Gas,yes,2007,Passat B3
2161,Renault,6300.0,van,149,1.5,Other,yes,2011,A4
2162,BMW,4999.0,sedan,256,2.5,Diesel,no,2001,T5 (Transporter)
2163,Toyota,14990.0,crossover,280,4.2,Diesel,yes,2000,Megane
2164,Audi,16400.0,vagon,152,2.0,Diesel,yes,2011,Scenic
2165,Audi,24996.0,sedan,98,3.2,Petrol,yes,2009,Megane
2166,Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013,Q7
2167,Toyota,8300.0,hatch,136,1.6,Petrol,yes,2007,Grand Scenic
2168,Audi,12900.0,vagon,255,2.5,Diesel,yes,2005,A6
2169,Volkswagen,12199.0,vagon,149,2.0,Diesel,yes,2008,Kangoo
2170,Audi,9999.0,vagon,198,2.7,Petrol,yes,2003,A6
2171,Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005,T5 (Transporter)
2172,Mitsubishi,11500.0,crossover,170,3.0,Gas,yes,2005,S 140
2173,Mercedes-Benz,38500.0,sedan,134,3.0,Diesel,yes,2010,Vito
2174,Mercedes-Benz,5500.0,other,250,2.2,Diesel,yes,2002,Camry
2175,Volkswagen,9400.0,van,124,2.0,Gas,yes,2008,Kangoo
2176,Volkswagen,8400.0,van,143,1.6,Diesel,yes,2011,GL 320
2177,Audi,2650.0,vagon,268,2.5,Diesel,no,2000,Q7
2178,Toyota,12000.0,sedan,133,2.4,Gas,yes,2008,E-Class
2179,Mercedes-Benz,7500.0,sedan,187,2.0,Gas,yes,2001,V 250
2180,Volkswagen,25900.0,hatch,35,2.0,Diesel,yes,2015,Lancer X
2181,Volkswagen,7500.0,sedan,280,1.8,Other,yes,2005,S 500
2182,Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,Golf Plus
2183,Audi,6200.0,vagon,316,2.6,Gas,yes,1997,A6
2184,Volkswagen,1550.0,sedan,161,1.8,Petrol,no,1994,ML 430
2185,Volkswagen,8999.0,vagon,161,2.0,Diesel,yes,2008,Touareg
2186,Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014,GLS 350
2187,Volkswagen,13500.0,hatch,48,1.4,Petrol,yes,2012,Passat B3
2188,Toyota,3300.0,van,345,2.4,Diesel,yes,1992,S 63 AMG
2189,Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998,Polo
2190,Mercedes-Benz,14800.0,crossover,242,2.7,Diesel,yes,2005,Lancer
2191,Mercedes-Benz,47000.0,sedan,0,1.6,Petrol,yes,2016,Rav 4
2192,Volkswagen,7990.0,sedan,180,1.8,Gas,yes,2005,Z4
2193,Volkswagen,8999.0,sedan,120,1.9,Diesel,yes,2007,Caddy
2194,Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016,730
2195,Audi,6500.0,vagon,421,2.5,Diesel,yes,1996,Golf Variant
2196,Toyota,14000.0,sedan,1,1.8,Petrol,yes,2008,T5 (Transporter) 
2197,Audi,23500.0,crossover,116,4.2,Petrol,yes,2008,5 Series
2198,Renault,9500.0,sedan,89,1.6,Petrol,yes,2012,A6
2199,Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,Symbol
2200,Volkswagen,9000.0,van,181,1.6,Diesel,yes,2011,Colt
2201,Volkswagen,10650.0,sedan,65,1.6,Petrol,yes,2013,Pajero
2202,Audi,6399.0,vagon,230,2.5,Diesel,yes,1999,Passat B5
2203,Mitsubishi,7500.0,sedan,140,1.5,Petrol,yes,2007,Caddy
2204,Volkswagen,10200.0,van,105,1.6,Diesel,yes,2014,Caddy
2205,Mercedes-Benz,3300.0,sedan,200,2.7,Diesel,no,2000,730
2206,Mercedes-Benz,8300.0,sedan,175,2.0,Petrol,yes,2001,E-Class
2207,Volkswagen,7400.0,van,168,1.9,Diesel,yes,2005,X6
2208,Toyota,28600.0,crossover,66,2.2,Diesel,yes,2013,Pajero Wagon
2209,Audi,2800.0,sedan,230,2.8,Petrol,yes,1997,GLS 350
2210,BMW,38000.0,crossover,223,3.0,Diesel,yes,2011,T5 (Transporter)
2211,Toyota,11000.0,hatch,74,1.4,Other,yes,2010,Space Star
2212,Audi,11800.0,sedan,240,4.2,Gas,yes,2001,G 350
2213,Renault,9500.0,van,275,2.0,Diesel,yes,2008,S 350
2214,BMW,23700.0,crossover,117,2.0,Diesel,yes,2010,Laguna
2215,Mercedes-Benz,35000.0,other,135,5.5,Petrol,yes,2008,Passat CC
2216,Volkswagen,11000.0,vagon,171,1.9,Diesel,yes,2009,X5
2217,BMW,25800.0,crossover,205,3.0,Diesel,yes,2008,Passat B7
2218,Renault,13200.0,van,230,2.0,Diesel,yes,2009,Laguna
2219,Toyota,4650.0,hatch,170,1.0,Petrol,yes,2002,Corolla
2220,Mercedes-Benz,8300.0,van,337,2.2,Diesel,yes,2002,GL 350
2221,Mitsubishi,18900.0,crossover,106,3.8,Gas,yes,2007,Rav 4
2222,Mitsubishi,12750.0,sedan,59,2.4,Petrol,yes,2009,Passat B5
2223,Mercedes-Benz,3800.0,other,107,0.6,Petrol,yes,2000,520
2224,Volkswagen,11500.0,other,189,2.0,Diesel,yes,2011,A6
2225,Mercedes-Benz,4600.0,van,200,2.2,Diesel,yes,2000,C-Class
2226,Renault,7899.0,van,129,1.5,Other,yes,2014,G 63 AMG
2227,Mercedes-Benz,70999.0,crossover,0,2.2,Diesel,yes,2016,520
2228,Toyota,8800.0,sedan,300,2.4,Petrol,yes,2004,Pajero Wagon
2229,Renault,8250.0,sedan,16,1.2,Petrol,yes,2014,Passat B8
2230,Toyota,21500.0,crossover,89,2.0,Petrol,yes,2012,318
2231,Renault,2400.0,hatch,1,2.0,Petrol,no,2002,Vito
2232,Volkswagen,12500.0,other,160,2.5,Other,yes,2006,E-Class
2233,Mercedes-Benz,2499.0,hatch,201,1.7,Diesel,no,2001,320
2234,BMW,14990.0,sedan,135,2.5,Petrol,yes,2005,Vito
2235,Mitsubishi,8260.0,sedan,65,1.5,Petrol,yes,2011,T5 (Transporter)
2236,BMW,6800.0,sedan,230,2.0,Petrol,yes,1998,S 65 AMG
2237,Mitsubishi,1999.0,van,168,1.8,Petrol,no,2001,S4
2238,BMW,8500.0,other,265,2.8,Gas,yes,1998,Kangoo
2239,Toyota,24800.0,crossover,90,4.0,Petrol,yes,2008,Golf IV
2240,Mitsubishi,11800.0,crossover,120,3.0,Petrol,yes,2008,Corolla
2241,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,Land Cruiser 200
2242,Mercedes-Benz,9400.0,van,250,2.2,Diesel,yes,2005,Sharan
2243,Mercedes-Benz,14899.0,other,209,3.0,Diesel,yes,2006,S 63 AMG
2244,Volkswagen,15500.0,sedan,178,2.0,Diesel,no,2013,Vento
2245,Renault,2200.0,van,290,2.2,Diesel,no,1999,T5 (Transporter)
2246,Volkswagen,8950.0,sedan,133,1.6,Petrol,yes,2012,ML 350
2247,BMW,17800.0,vagon,159,3.0,Diesel,yes,2008,Clio
2248,Audi,85555.0,sedan,40,3.0,Diesel,yes,2015,X5 M
2249,Volkswagen,2000.0,sedan,300,1.3,Petrol,yes,1988,Jetta
2250,Mercedes-Benz,20500.0,sedan,56,5.0,Other,yes,2003,Passat B6
2251,Toyota,30990.0,crossover,68,2.7,Gas,yes,2012,Outlander
2252,Toyota,39900.0,crossover,11,4.0,Petrol,yes,2013,80
2253,BMW,21900.0,other,25,2.5,Petrol,yes,2007,Land Cruiser 200
2254,Toyota,12400.0,hatch,52,1.4,Other,yes,2012,528
2255,Mercedes-Benz,5000.0,other,200,2.0,Petrol,yes,1998,Polo
2256,Volkswagen,3200.0,sedan,367,2.0,Petrol,yes,1991,320
2257,BMW,6500.0,sedan,300,2.8,Gas,yes,1997,Q7
2258,Mercedes-Benz,13600.0,hatch,147,2.0,Diesel,yes,2008,X5
2259,Audi,23500.0,crossover,245,3.0,Diesel,yes,2007,Virage
2260,Audi,15499.0,sedan,177,2.0,Diesel,yes,2007,Pajero Wagon
2261,Mercedes-Benz,12950.0,sedan,197,2.7,Diesel,yes,2002,Avensis
2262,Toyota,23500.0,sedan,80,2.5,Gas,yes,2014,330
2263,Renault,5950.0,hatch,200,1.5,Diesel,yes,2005,X3
2264,Mitsubishi,2900.0,hatch,300,1.8,Petrol,yes,1989,T5 (Transporter)
